,tweet,sentiment
3465,thank you for the voucher after the long wait on the runway saturday night at bwi ! i really appreciate it ! swfan,4
3466,need help never get ticket conf gqzqd,2
3467,"disgusted with your poor customer service u wrongfully remove gt 65,000 mile from my dividend miles and no live person",0
3468,we 've be wait on tarmac for gt 1hr because apparently ua1116 be overweight amp we return to gate wtf fb,0
3469,done ! thank you so much !,4
3470,ok we be on day 11 try to book a flight for 4 ur system still say `` due to weather….cal back late flightr '' outofbusines ?,0
3471,that 's what i have be told but refund do not really makeup for the inconvenience cause and the miss meeting does it ?,0
3472,now you have over 50 people in line this be stupid ! what the heck !,0
3473,your online site do not have flight list in chronological order result in a mis-purchase anything that can be do ?,0
3474,i know you be get pummel tonight we be one of the lucky out of just one more,2
3475,can you help u figure out our correct six digit confirmation number ?,2
3476,can you let u out of the gate now ua1157,0
3477,it 's not there we try it 's already here in cancun just no one have deliver it,0
3478,call at 1am to tell me my flight have be reschedule 12 hour late flightr than it be suppose be to seem like a bad solution,0
3479,customer centricity be know people anamarketers,4
3480,yep except this delay be due to a hasty and unwise decision to pushback other plane before the plow be do fail,0
3481,that wasn ’ t my q but thanks wondering why you ’ re the only one i disguise yours to not call you out E_WINK,0
3482,why 730 and not 645 a schedule ?,0
3483,i understand you be busy but i have still gotten no answer i need to get home and you guy have not help at all,0
3484,489 flight 589 be depart before we even board,0
3485,save mile to visit family in 2015 and this will impact how many time i can see my mother i plan and you change the rule,4
3486,bad company ever please do not fly with them i repeat please do not fly ! they will not credit you if you 're delayed,0
3487,just leave certain thing to the kid,2
3488,just dmed thanks so much for address this so quickly,4
3489,jumped the gun a little cancelled flighting our flight ? no other airline be cancelled flighting out of louisville you 're ruin my vacation,0
3490,i call and they solve the flight cancelled flightlation issue in 15minutes may be ask them how to do it ? getmorehands,0
3491,thanks i do go through these motion shortly after my flight yesterday i wonder how quickly flight attendant be notify,4
3492,i apply for a position in and i be wonder if you guy receive my application,2
3493,8 hour late flightr and i 'm sit on another plane wait to leave i think a credit be in order for this terrible service !,0
3494,it 's time for a direct flight from jfk to pitt official jetblue terminal 5 new york…,2
3495,why do not you respond to my e-mail of facebok msg ? ! i 'm still wating for my ticket ! i 'm get really angry and disappointed !,0
3496,thanks.are flight operating now or cancelled flightled ?,2
3497,be the situation at jfk this even be go to get well or bad ? do not cancelled flight a flight like yesterday after 8h delayed,0
3498,missing crew passenger doc problem frozen toilet and now we 're off the plane give me my money back ua3466,0
3499,plz plz plz hold 4438 to eyw the 810 phl gt clt be so late flight gon na miss the connection for 's 40th gth239,0
3500,there be breastfeeding momma 's watch this story all over the country ! better work on a faster response E_SMILEY,0
3501,what be preferred seats ?,2
3502,how do i add my tsa pre number to an exist reservation ?,2
3503,tried fill out the status match form and get hit with an error message how can i tell if it go through ?,0
3504,and this asshole cut in front of me your system blow,0
3505,i 'm sure the people be work very hard but the system should assist with ivr prompt offering call back hold wait time,0
3506,hahah 😂👌👌👌 love fly jet blue tho !,4
3507,gate traffic dca my flight arrive 20 early connect flight 2139 leave in 23 minute several of u stuck hold that plane,0
3508,absolutely !,4
3509,no “ our fleet 's on flek,2
3510,cancelled flighted sunday 9:50am flight to dallas next flight out be tuesday afternoon stranded bs getmeoutahere southwestsucks,0
3511,excellent ! love you guy ! if it be first class i 'l hug ya 'l ! see you shortly !,4
3512,flight from phl to austin cancelled flighted head to houston delayed now have to pay to rent a car and drive 3 hr to austin,0
3513,appreciate your system be busy but when i call have your automate system hang up on me be not helpful,0
3514,can someone actually either call back or help me figure out how i 'm get home ? ? !,0
3515,well we wo not be fly you reboked on jetblue with credit that actually work it be free !,0
3516,great thank you !,4
3517,luv ya too ! i will sing a song for y'al when i finally get on that plane back to nashville ! lovesouthwestair,4
3518,le2v9d pnr numbered flight the first leg be cancelled flightled due to bad weather in iatanbul how can i make a reflight booking problems,0
3519,ceo weighs profit flyer registration,2
3520,a a gold dividends member why ca not i get anyone on phone to my cancelled flighted american flight tonight 😡,0
3521,even follow me but i still ca not get them to answer their phone worst customer `` service '' ever customerservice fail,0
3522,ewr agent barbara be fabulous and an example of cust serv a pleasure talk to you😊,4
3523,sound fun ! how do that work ?,2
3524,land at phoenix but we have to board a flight quickly to vegas so no time at the airport what now ?,2
3525,sitting at the gate on flight 719 for an hour due to computer be down what backup plan be in place for this ? ?,0
3526,weather be not involve,0
3527,why be customer relation still not open in texas ? !,0
3528,get it all set thanks !,4
3529,i understand but it 's consistent and be consistent for year it 's know around the country,0
3530,it 's still a valid flight just seem strange to delay for late flight inbound crew 7 hour from now when the plane be already here,0
3531,gate attendant at mccaran c16 vegas to dallas go above and beyond after a long day of frustration it be welcome,4
3532,it-problems with the link ? 3thparty,0
3533,wifi be not work onboard.alerted attendant re socket.you sent me to a hotel for 24 hour with 7 vouchers ? ? no wifi at hotel,0
3534,be flight 51 on 4/24/15 move back ? when i book it say we arrive 11:31 but now it say 12:08 😢,0
3535,thank you so much youre amazing im going to cry omg,4
3536,yes thank you appreciate u check,4
3537,sent you my confirmation via dm thank you very much,4
3538,raise a dispute with your cc provider and they will hopefully clear it for you,2
3539,my ticket be book with aa with mile sorry we sell you a ticket with a company we merge with but we ca not fix it ?,0
3540,this be how concerned your gate attendant at c26 be this afternoon nocomunication nocrew,0
3541,`` will my luggage be on that flight ? '' `` no '' `` y not '' `` bc ur on that flight n it wo not end up where ur goin,0
3542,almost an hour on hold for swa be inexcusable hiremorepeople,0
3543,if you 'd love to see more girl be inspire about become pilot rt our free woaw event march 2-8 at abq,2
3544,baggage delivery at bwi very delayed and unnecessarily chaotic disappointing after a long trip ! from a frequent traveler,0
3545,the wait for the bag be longer than the actual flight,0
3546,i have a flight 2/22 be from fort lauderdale to bwi can i cancelled flight that flight ? flight 3458 trip i 'd 314505529,2
3547,hello my flight be cancelled flightled for destinationdragons and no one at your desk at kci know what the fuck be happen !,0
3548,i be but your customer service be brutal,0
3549,thank you took care of everything and make it right that 's the ee_teaseerience i 'm use to opened the ap to find flight change,4
3550,always be a fan but maybe next time i 'l fly for real customer service,0
3551,2 day and 3 plane with mechanical issue ? now over 1.5 hr late flight sit on this plane this be insane !,0
3552,yes i need plenty of assistance but receive none,0
3553,i take the day off from work and drove 9 hour round trip to rescue my daughter and 3 other student from laguardia thanks !,0
3554,i left something on a recent flight today who do i contact to retrieve it please ? thanks !,2
3555,.handle just disappointed with the flight booking problems process and add ’ l fee to sit together on a more crowd flight not impressed so far -/,2
3556,why would you board pl on a plane b4 it their turn to de-ice ? why would you have pl then wait through the hour long process ?,0
3557,and that plane be stay overnight at the next airport roc u can make up 10 min in air but instead of wait u leave early,0
3558,i have one interview i be the last person what do that mean ?,0
3559,your airline also delayed our bag to u for 4 hour amp refuse to ship them to our local airport disappointed stilbagles,0
3560,i will ! on or all of which will be get my business unfriendlyskies unbelievable,0
3561,i have to travel to savannah ga once again on an airline i do not `` luv '' when r u go to fly me to savannah ? please !,2
3562,flight 4040 atl to lga cancelled flightled any suggestion how to get home ?,0
3563,.handle how about connect me with a customer service rep ? i 'd rather speak to a person than a computer thanks !,0
3564,4th flight reboked to be not cancelled flighted ! wo-ho going to make it to,0
3565,i 'm try to register since 12:00 do not want to be separate from my brother during the15hours flight ! there 're few place left,0
3566,if i be enrol in the atl companion pas offer and book 3 flight already before may 17 when can i start use the pas ?,2
3567,for the love of all that be holy if your automate phone system be go to give like 8 option give numerical shortcut,0
3568,can you tell me why flight 1542 from dfw to phl be cancelled flightled for tomorrow ?,2
3569,would a storage container like this green one be acceptable to check in with luggage ? 18gal tote,2
3570,can you make sure i ’ m on the upgrade list for 2/23 ewr-pdx use my gpu priority ? got a weird email about it,0
3571,yeah they 're somewhere hopefully get them back today just frustrate tweet,0
3572,thanks they do not charge anything in the end so all be good,4
3573,still wait 4 our bag web still ca not tell me it location how come can tell u at any give minute where it be ?,0
3574,you have to run the engine to troubleshoot an issue before boarding the plane ! ? ! how about another plane ? a2227 miatoiah,0
3575,i get it now would not let me log on with my email thx here 's hop for dtw-ase without issue today,2
3576,it 's like you 're try to make me hate your airline fee for each checked bag that 's never mention in the ticket rude agent 👿,0
3577,have the bad customer service on earth will never fly that airline again,0
3578,okay names of sj crew be alamo tatiana keep tell me to hold then leave desk ali told me he could not help bc go on break,0
3579,everyone deserves red carpet tx until they destroy your luggage amp only give you 75 voucher like i want to fly w/them again !,0
3580,flight delayed-no one remember to turn the heat on flight 559 leave ord-seriously ? ? ?,0
3581,flight be already over i think the airline should just have the flight attendant actually emphasize that vape be still smoking,0
3582,when you enter every contest for destinationdragons and lose E_FROWN,0
3583,i miss say goodbye to my friend cause of your crappy service i swear you will never hear the end of it.americanairlines,0
3584,the reservation system wo not even let u leave our phone i have no way to fix that you reboked me on wrong day !,0
3585,julie andrews all the way though be very impressive ! no to,4
3586,basically u right now,2
3587,i want my bag off flight 1142 what do i do now ?,0
3588,from groupa to group c. we have never get to sit next to each other on any south west flight not even on our honey moon,0
3589,with this livery back in the day,2
3590,my brother miss his flight travel home for a funeral and ca not get through to the call center can you help ?,0
3591,i think dm would be well,0
3592,perhaps you could fix this ? and this answerthis,0
3593,you guy be gay,0
3594,i 've get a campus visit in an hour and i 'm still wear the same clothes,2
3595,would love it if you could get my wife home sometime soon she have be stuck in orlando and now stuck in phily for too long,0
3596,can you follow so i can dm you ?,2
3597,was on nh10 on united ticket rerouted to iad due to weather in jfk can you get u home on united 5713 or 3277 ?,2
3598,that 's not what i ask E_SMILEY i 'm look to change a flight booking problems for 03.03 can you help,0
3599,can you follow me so i can send you the info ?,2
3600,every time i look at the flight status 30 more minute be add to the delay how about some point for trouble ? ?,0
3601,agent `` you should use the bathroom before boarding toilets onboard be full '' oh you can ee_teaseected a strongly word email funited,0
3602,we 've be sit at the gate for two hour wait for bag to be load i 'm tell herb,0
3603,already do that the answer i get be ops we can give you mile and we 're very sorry but who pay for my discomfort for 9 h ?,0
3604,totally would have but the outside view be even more camera ready haha evenmorespace evenmoreview,4
3605,can you not see the thread ?,0
3606,someone should send a note to the revenue management team and ask about all the open bf and gf seat on 919,2
3607,offer free flight for `` fly it forward '' campaign via travel cause,2
3608,if by near the gate you mean sit on the plane for almost 2 hour then yeah,0
3609,do you really think it 's okay to sit kid away from parent ? ! srsly ? ! esp after your land gear failure ? ?,0
3610,so apparently all of your computer crashed at bwi ? any update on when flight will be move ?,0
3611,just hoping/praying for a safe flight they 've have to stop and de-ice our plane yet again😞,2
3612,once again i be victim to the scam that be your shit customer service this time the agent hung up on me wtf do you teach your staff,0
3613,no delay i pay 777.70 for bs a1 ticket you board flight early i 'm last to board now have middle seat wasted !,0
3614,you stood me up last night but i 'm give you a second chance i 'm just a boy tweet an airline ask them to fly him home,0
3615,i 'm home amp only 9hr late flight no thanks to your service centre their plan involve 4 flight leg all across na and 2 full day,0
3616,not one of my four flight this trip have be on time what the he 'l be your company problem ?,0
3617,my flight at bwi be delayed and i will miss my flight in denver be there a way to find out if they will hold the plane ?,2
3618,rdu flight ee_teaseected to be ok this afternoon and tonight ?,2
3619,i do should i ee_teaseect a response in this fiscal year ? this calendar year ? never ?,0
3620,what do you have in mind ?,2
3621,you 're the reason this whole travel ee_teaseerience have be a nightmare,0
3622,no my concern be not address,0
3623,4840 wtf ! why ca not you update your time in a timely manner ? you 've know the fight be more delayed ! ur service be awful !,0
3624,companion pas please !,2
3625,try again lovely customer service thank you !,4
3626,get the run around today with customer service amp disconnect customer relation give twice help !,0
3627,gate agent disappear and customer service agent be miserable and unhelpful letdown neveragain,0
3628,`` ma'am if you have a complaint you should visit our customer service desk '' see line ~45 people deep,0
3629,only sympathy she offer be hold a reservation until monday night that 's pretty awesome if you ask me,0
3630,i have,2
3631,no oscars on direct tv on this flight we be so look forward to it we be devastate -/,0
3632,will flight be leave dallas for la on february 24th ?,2
3633,on hold wait to make special accommodation for my mom who be travel 1 hour and 24 minute on hold unacceptable !,0
3634,are you out of your mind aa ? what be the point of this twitter act ? form letter in 140 character or less ?,0
3635,thanks which day of the week be the direct ? the flight i saw go thru jfk ☀️,2
3636,joane from your san diego staff be phenomenal ! give that girl a raise she handle our flightnightmare well than anyone,4
3637,that 's ok thanks for let me know appreciate all the response,4
3638,be profit in the billion and throw crap at the people who put them there american be a hurt brand,0
3639,why do i check in online if i still have to wait in line for an hour to `` check in '' at counter ? fuckinlame,0
3640,if you want to fly in a storm that 's your right but give u the choice we have kid and do not want to chance it nixchangefes,0
3641,start my flight with a scold for use an overhead bin that be then offer to the person seat next to me,0
3642,land in anchorage then on our way to fairbanks !,4
3643,thats weak see ya 👋 hey !,0
3644,sit in seat 10d on a flight back from vegas to chicago someone left a folder that look important in the seat pocket 1/2,2
3645,same a yesterday 's cancelled flighted flight aa104 your customer support be just awful !,0
3646,i call reservation at 1 be and i 'm still wait for someone to call me back,0
3647,well train your support staff with appropriate decorum consider revisit your terrible `` provide a death certificate policy,0
3648,omg where is my bag ? ? ? yyzua70435 enough with the shenanigan already it 's get real old real quick !,0
3649,you 've now put me on a ba flight can i get access for 2 for the lounge ? been at ord for 11.5 hr now and still have 5 to go,0
3650,you do not have those ability anywhere ! not at the ticket counter at cust service or online that 's why we 're do here,2
3651,it should not happen but do and have put u and our gear in jeopardy what step do you take to protect customer if their item,0
3652,miss my reservation due to a cancelled flightled flight make it right by give me first class tomorrow make your customer happy,0
3653,supposedly they 're out for delivery i 'l believe it when i see it,0
3654,yeah bag be on the way as per usual i 'm actually get use to get it deliver to me it kind of nice in a sense,0
3655,traveling with two kid tomorrow age 7 and 4 domestic do they need birth certificate to check in at airport ?,2
3656,tx for the info just do not understand why you could not accurately estimate departure time earlier weather in ny be fine now,0
3657,i understand but why be this the only flight of the day not go out ? twice ? ! i 'm now out of extra med and diaper for baby,0
3658,really ! ? ?,2
3659,no i do not make connection your stellar employee vicky thomas refuse to board me even though 23 empty seat on plane,0
3660,! the worst in customer service ! calling for over a month to book a flight ! porcustomerservice usairwaysflyer,0
3661,call wait time be over 20 minute and airport wait time be longer,0
3662,what 's up with the random delay on flight 1729 ? any chance of it be a false alarm ?,0
3663,good morning ! wondering why my pre-tsa check be not on my boarding pas this morning ? ?,2
3664,ua 746 pacific rim and date night cut out not constantly or randomly but one spot repeatably,0
3665,it be not still do not know where ski be and can not get a call back from bag svc at airport left several msg,0
3666,see ? we be told repeatedly that the pilot be late flight and kept get late flightr after we board there be a defibrillator issue,0
3667,flt 463 san jose ca gt denver co delayed 2 hr but easily best flight touchdown in all my year fly keep it up !,0
3668,yo ! give their plane back they 're mad amp threaten to take away my companion pass luv,2
3669,somehow between dfw and mia i get bumped from 12b all the way to 41g on 2312 ? what 's up with that ?,0
3670,i take care of it myself had to rent a car and drive 3 hour to retrieve my belonging due to united error,0
3671,stuck at gate miami to jfk flight 1510 are we go to get out of here tonight ? very frustrate,0
3672,lounge heathrow used by,2
3673,what response ? is our flight out of montrose cancelled flightled or not ?,0
3674,the fact we do not get notify hinder our ability to look for alternate flight before they be snap up,0
3675,duh on baggage claim 2 more hour and counting flights 622 amp 1898,0
3676,your first class be a joke compare to all the others i have flown do not ask for extra peanut that 's not allow !,0
3677,yes they do,2
3678,just delayed my flight to slc by 2.5 hour what give ? snowforce,0
3679,thanks for let u know hoping for no more delay !,4
3680,so when your plane do not work the luxury i paid for go away but you keep my money ? i need that biz model,0
3681,what 's good with a miami terminal ?,2
3682,get an email confirmation of wifi purchase on a recent flight trouble be i 've never flown with you ever concerned scam ?,2
3683,3 hr search for flts find 1 on site amp ca not book the offer bc 1 seg be not really available lie falseadvertising,0
3684,i do but i get nothing from it just disapointment,0
3685,therefore since i 've receive no recourse through phone i have submit an email complaint amp a letter via mail will follow,0
3686,2 bad plane amp 3 gate changes= lot of exercise travelfail let 's hope this plane work i 'm tire,0
3687,follow me back so i can dm you guy,2
3688,is it reasonable to wait 45 min for the bag you make me check because the flight staff could not police the overhead bin ?,0
3689,your plane make me miss 2 connection in 2 day thanks for nothing,0
3690,i make my flight but then still have no update email when i land no info ever sent on that or second flight losing my biz,0
3691,i get reboked at 3am after they woke me up just try to call twice and get hung up on worst customer service,0
3692,yes yes yes so glad to be head home !,4
3693,your team be just terifyingly rude to a young mother amp her baby try to check in to a flight from phx to jwa help her out,0
3694,what about flight 1239 ?,2
3695,you really know how to piss people off your farelock option be fake !,0
3696,ima need the hook up tho,2
3697,you fail snow come to dc area tried to get on earlier flight you refuse now flight 6.5 hour delayed greedy and foolish,0
3698,this be atrocious customer service,0
3699,i need to cancelled flight one leg of a flight but ca not seem to do this online been on hold on the phone for 10 minute any help ?,0
3700,a she 's an international her phone be on the fritz i have to get to chicago from nearly 4 hr away to figure everything out,0
3701,2 hour and counting wait to get into a gate in philadelphia just ice on the cake for a miserable flight ee_teaseerience,0
3702,any way to get your call center to answer for a oneworld award ? whenever try system say too busy and disconnect or endless hold,0
3703,be 2513 and 1555 on time or cancelled flightled ?,2
3704,smh rt our fleet 's on flek,2
3705,2:55 tomorrow from ric to bos looking good or be i well reschedule ?,2
3706,credit to you for reply i ’ l look forward to hopefully one of those 103 on my flight home tonight E_SMILEY,4
3707,787 to begin newark-london heathrow route on may 6,2
3708,land early morning after snowfall,2
3709,how do i know that my information be not found on other people 's account ? i can see someone else 's reservation r and trip,0
3710,never fly usairways again horrible ee_teaseerience terrible customer service,0
3711,i 've never be treat this badly,0
3712,it 's not ideal but it 's okay better late flight than never ! E_SMILEY,0
3713,look forward to it when we finally take off,4
3714,your baggage person told me to go through they 're handle my connect flight,0
3715,hi ! just get my tsa pre-check amp put it in my act but it 's not on my boarding pas for a flight this p.m.can it be update ?,0
3716,i cant get anyone on the phone to help with award travel.purchased extra mile and 10 minute late flightr the mile need be raise,0
3717,it be the 2nd person when i call again to ask could not catch her name reject the request,0
3718,flight from san fransico to jfk be evacuate why ?,0
3719,i `` heart '' southwest but those commercial aim to satisfy a nano-smatering of traveler to few destination,0
3720,flight 1815 n747uw arrives at follow flight from,2
3721,why not charge for 2nd caryon instead of checked bag ? less jockeying for overhead space happier passenger more ontime departure,2
3722,thank you i be give this same reply 2 year ago can you direct me to an area i can learn more about the improvement ?,0
3723,not until tomorrow night and the hotel voucher have high rate than travelocity not love cost but hard work staff,0
3724,thnx for the info,4
3725,can you get a gate for ua4727 ? turible,0
3726,do you have any sort of live chat feature ? we 're in the uk right now and that call would cost u alot E_FROWN,2
3727,i 'm fly on one right this minute,2
3728,is flight 5001 really go to leave newark today ? if not tell u now and i will rent a car i do not want to end up strand,0
3729,i be just sit here talk at a tech conference about how awesome you guy be and this roll across luv you guy ! lol,4
3730,very exasperate i 'm have a difficult time with flight booking problems a the error message say you 're undergo maintenance really now ?,0
3731,and strand passenger be not be help to get another flight ?,0
3732,need to check candy w work flight 449 iah to phx on usairways she be the reason i always choose rude,0
3733,no american this be simple how about you call her back with the info for her new flight basic customer service,0
3734,“ our fleet 's on flek smh,2
3735,i 'm glad u can solve the prob but my ee_teaseerience remains will not fly again on united,0
3736,very unhappy at no response to complaint email on 2nd feb ref.8441639 awful customer service !,0
3737,flight still go to dal ?,2
3738,i just checked in online for tomorrow 's flight thought i should get auto upgrade ? already get the email say no seat,2
3739,i be 4 tomorrow i miss my meeting today amp it be pointless 2 pay hotel today when the purpose of my trip have be screw,0
3740,no worry you 're do the best u can already cancelled flighted my biz trip still luv you ! -rr 1079871763,4
3741,mold on my flight ? ! ? us3825 filthyplane hopeidonotgetsick,0
3742,sorry we be in phily should 've told you that,2
3743,the wichita falls airport be the bad will never fly in or out again unknowledgeable staff,0
3744,woo ! update ! flight 915 be now possibly delayed by more than 2hrs ! power of positive think people,0
3745,i need to move a reservation due to weather in the middle part of the u.s i would like to change depart airport,2
3746,thank you thank you thank you,4
3747,promotion fly 3 roundtrip flight to and from atl between 2/15 and 5/17 and get a companion pas for the year travel,2
3748,i 'm seek to go 2 client b/c u cant get me there i need refund i fill out form not confident it work if past be an indication,0
3749,2 call amp waste 3 hr on hold to change my come divide award weather relate flightd flight y'al disconnect me 2x please help,2
3750,there be a sector whereby it say 0 in both bag no bag allowance at all in international flight ?,2
3751,seriously fail on make stranger share a room,0
3752,hey guy due to some horrible customer service issue be there any way i can get a checked bag credit ?,0
3753,force section 4 and 5 to check their carry on would have packed differently to check my bag why even allow it ? piss,0
3754,wow what an amaze video great world guys bluemanity corevalues passion aerojobmarket,4
3755,i need a customer service manager to contact me please,2
3756,make sure you take care of team amp team we be 16-0 !,2
3757,your website suck donkey dick just thought you should know all best,0
3758,and my reboked flt be not until monday ? ? and i do not get a voucher for a hotel ? ! never again us airway,0
3759,flying lax to sfo and after look at the awesome movie lineup i actually wish i be on a long haul,4
3760,my flight attendant angel be awesome 415 kudos,4
3761,where 's my apology ?,0
3762,in-flight promo on their tv 's include brian williams tough to edit that quickly not a complaint just an observation,2
3763,truly disapointed when our flight be delayed and go to miss connection that we be ee_teaseected to rebok our own flight ? ? ? ? ? ? ? ?,0
3764,no human contact for 2 mths from cust relation or refund dept if ever a problem do u have human i can talk to ?,0
3765,be on the phone for 47 minute say it would be 10 any advice ?,0
3766,cust svc mean nothing ! so disappointed trying since 730a to speak to a human i get bad weather not bad service socialtantrum,0
3767,where be our luggage,0
3768,i have be try to get through to a representative for 7 hour about my cancelled flightled flight have you simply give up ?,0
3769,lmao y'all “ our fleet 's on flek,2
3770,can we get an ee_teaselanation on why ua978 from são paulo to houston have be delayed ? now we 're hearing from crew about cancelled flightlations,0
3771,we have 2 great flight into and out of the bahamas even during the bad weather in the northeast thanks for the great service !,4
3772,follow and message thanks so much for the help,4
3773,thanks now my carry on that you guy insist be checked at the gate be miss wo not be here till late flight tomorrow morning,0
3774,have unrivalled access to california with flight to the u.s. from 7 uk airport with nonstop or one-stop connection year-round,4
3775,fail when the inbound flight arrives after the schedule outbound departure and still `` on time '',0
3776,lost black wallet at dalasairport.i be on flight 2208 to cle.would appreciate ur help last i use it at on a20,2
3777,so frustrate because i still have not gotten them back why my bag be sent to ny be a mystery ! shame on me this time !,0
3778,ua1469 just land,2
3779,with such disrespect i can not even begin to ee_teaselain he have an issue with woman and he literally yell at me and pull me off,0
3780,i travel a lot and i get it you 're still my fave but ewr to cleveland w/40 min layover to connect to dc our best option ? come on,0
3781,thx for your quick response and action ! bf will make good use of the voucher satisfied hapycustomer,4
3782,not best pleased with service so far on our third gate and still no guarantee that it 's the correct one E_FROWN,0
3783,awesome i 'l book my next christmas vacatin this december any other way you want to devalue mileage plus,4
3784,have be in call cue for 11 hour no call yet wife in cue for 9 hour got a call but be hung up on,0
3785,i understand the weather issue i do not understand how i be not notify of the cancelled flightlation and have to realize it so late flight,0
3786,help im fall out of one of your plane,0
3787,they held the flight for our group of nearly 20 people,0
3788,flight cancelled flighted because of neptune could not get to my destination notmyfault waive 200fe ripof porcustomerservice,0
3789,some compensation e.g upgrade to high class for my reschedule flight to muc today will be appreciate though E_WINK,2
3790,love fly southwest ! best flight attendant ever !,4
3791,i do not have a milage number i ca not sent my mail to you via dm you 're not follow me i follow you now so you can sent me a dm,2
3792,thanks for the update,4
3793,the upgrade to first class be a nice way to fix your earlier mistake thank you !,4
3794,so glad i 've be wait for 1 hour and 15 minute and ive be transfer 3 time without resolve anything worst service ever,0
3795,next time i will not volunteer to let you gate check my bag for space since you obviously ca not deliver it in a timely manner,0
3796,been try to call all day get hung up on every time your guy be horrible !,0
3797,no i be told i get put on another flight and that i would get an email still have not gotten one yet,0
3798,where is my bag ? sos itis being lost for more than 24 hours ! poorcustumerservice,0
3799,can you please train your mechanic ? teach them to bring the tool to fix the plane with them and not leave them in the hanger,0
3800,great job communicate to the passenger ! flight 1855 do not exist anymore ?,0
3801,lose my bag and there be a flight from chi to eri that land over 1.5 hr ago yet still have zero update ? ? unitedairlinessux,0
3802,back in line at terminal because phone guy could not help one person in front of me 20 min wait again ?,0
3803,why do you interupt the staduim series on i dont need to see your stupid commercial or emergency info,0
3804,do,2
3805,no but my friend in the picture philip heller jfk ifc do and he say it be delicious !,4
3806,be there few week ago awesome bright vibrant and no habitrails,4
3807,thanks for the head up about the 2 hour delay sarcasm patienceiswearingthin woof,0
3808,has the most useless amp rude employee ever at philadelphia airport never again will i fly with them ! 😤,0
3809,my fly united be over sorry the captain still have 20 minute of pre-flight preparation to make while we sat with no air !,0
3810,u cant spell airline and i trust you to get me home on time and safe you be the bad gobankrupt,0
3811,i 'm fly with your competitor today start with an u and end with d. i will never make that mistake again americanforlife,4
3812,finally ! integration w/ passbook be a great valentine gift well then chocolate flight you do heart me,4
3813,i lock myself out of my account and need access to book a flight,0
3814,still wait on your rep to show now 40 min into wait in below freeze weather wait for a cab,0
3815,how can we get help with a hotel we book with you and be have issue with,2
3816,any update on flight in to bna today ?,2
3817,book an award ticket recently now same ticket be less mile how do i contact you without use the online form or phone ?,0
3818,i be told my ticket ee_teaseired but i never recvd any notice before it ee_teaseired .this sucks.i paid 40k mile amp 125 for the tckt,0
3819,i 'd like to spread my grandpa 's ash in naples italy he live in the 50 's while serve his 30+ yr in the flyitforward,2
3820,flight cancelled flighted out of lax for tomorrow due to connection in dfw help please ? we can go out of orange or burbank,0
3821,an oscar-worthy entrance into la,2
3822,flight 1081 from iad to lax sat for more than 3hrs because ground crew could not drive in snow badmgmt americanairlines,0
3823,i be suppose to get from fresno to pittsburgh by 10pm instead i 'm now not get in until 4pm tomorrow,0
3824,your phone service suck,0
3825,i 've be on hold since 11:30pm need to reschedule my cancelled flightled flight for a morning departure tomorrow please help !,0
3826,.handle add insult to injury you guy `` misplace '' my bag ca not believe you have to pay money to be treat this poorly,0
3827,hey so dre at seatac check in need a raise stat dude give me amaze customer service and make me feel value 👍,4
3828,the last be 2339 dfw to ord not weather relate flightd austin leg delayed a well,0
3829,while other airline be not cancelled flighting flight into bos and help their customer get home virgin be say good luck !,0
3830,your costumer service today in the providence airport be suck recommend your airline learn to check the weather and be honest,0
3831,we 've sent you more info via dm i truly hope you resolve this very quickly medium filmcrew cn nbc,2
3832,oh the irony a dog who will not spot barking in wait area be now right in front of me ! please send me a cocktail coupon stat,0
3833,i do not want your sympathy i want someone to make an effort to find my bag,0
3834,1 ticket agent service at least 60 people on line waiting for an hour and a half and your phone hang up on people,0
3835,how do i merge my mile account ? your site tell me my info do not match even though i ca not find a difference,0
3836,if i cant get through to reservation how can they take a look ? 2+ hour hold time be not reasonable in any industry !,0
3837,gr i need a flight there first ! maybe for my bday next month,2
3838,in ca for the weekend to attend a training camp thanks for send all my gear to fl look like this trip be a waste nothapy,0
3839,just sent ! thanks E_SMILEY,4
3840,appreciate y'al get the gate issue figure grr plenty open gate yet we sit and wait on tarmac,0
3841,never fly with you guy again extremely disorganize and too many delay,0
3842,that 's not a answer !,0
3843,be you fuck kid me ? ? ?,0
3844,hey southwest ! help me find a flight from nashville washington dc or raleigh for under 150 on march 15 please !,2
3845,.handle try to get a partner pnr and have spent more than 1 hour on hold i know it snow somewhere but this be awful,0
3846,hey at least you guy be honest with your customer unlike,4
3847,be we schedule to depart a schedule ?,2
3848,aa agent say i repeat myself when i be ee_teaselaining i told him `` i understand english '' his reply ? `` our conversation be over,0
3849,how do i get through to finally board ua 1534 ?,2
3850,be the best airline out there no one be well than them onelove southwest bestairline,4
3851,you have the nice gate attendant at newark airport gate 101 right now multiple delay and she be still pleasant with everyone,4
3852,charge my card 11 time for one airline ticket now card be on security hold,0
3853,877 from amsterdam to ewr 02.27.2015 737-300,2
3854,alright i hope my jetblue ap be show a change in my seat and online show an a320 do not want any surprise,2
3855,40 minute still have not talk to one person shock phone be gon na die before i talk to anyone,0
3856,zoom in on the sauce and potato this stuff be vile and i mean vile,0
3857,do anyone from your airline know how to do their job ?,0
3858,dm me and i can ee_teaselain the whole story i should have be on an earlier flight not us1937,0
